"REFERENCE","ADDRESS","CATEGORY","LISTED","COUNCIL","PARISH"
"41472","SNOWDON PLACE 3, 5","B","03/02/1978","STIRLING","STIRLING"
"41525","VICTORIA SQUARE GARFIELD HOTEL","C","03/02/1978","STIRLING","STIRLING"
"41413","PITT TERRACE, 8, 9","B","03/02/1978","STIRLING","STIRLING"
"41415","PITT TERRACE, 12, 13","B","03/02/1978","STIRLING","STIRLING"
"41410","PARK TERRACE, 36 ABERLOUR TRUST","B","03/02/1978","STIRLING","STIRLING"
"41392","PARK PLACE 6","C","03/02/1978","STIRLING","STIRLING"
"41380","PARK AVENUE 7, 7A AND 8","C","03/02/1978","STIRLING","STIRLING"
"41286","FORTH PLACE 1, 3","B","03/02/1978","STIRLING","STIRLING"
"41287","FORTH PLACE 5, 7","B","03/02/1978","STIRLING","STIRLING"
"41288","FORTH PLACE 9, 11","B","03/02/1978","STIRLING","STIRLING"
"41120","BRUCE STATUE ESPLANADE","C","04/11/1965","STIRLING","STIRLING"
"41092","ST COLUMBA'S CHURCH OF SCOTLAND (THE PETER MEMORIAL) AND HALLS KINGS PARK ROAD","B","04/11/1965","STIRLING","STIRLING"
"41204","STIRLING ARCADE 1-43, 2-50 AND 32, 34 KING STREET INCLUDING THE FORMER DOUGLAS HOTEL FRONTING MURRAY PLACE, FORMER ALHAMBRA THEATRE","B","28/10/1976","STIRLING","STIRLING"
"41457","QUEENS ROAD 7 & 16 VICTORIA PLACE.","C","03/02/1978","STIRLING","STIRLING"
"41456","QUEENS ROAD 5, 6","C","03/02/1978","STIRLING","STIRLING"
"41522","VICTORIA SQUARE 2 AND 6 CLARENDON PLACE","C","03/02/1978","STIRLING","STIRLING"
"41425","PORT STREET 38, 40 AND 2, 4 DUMBARTON ROAD","B","03/02/1978","STIRLING","STIRLING"
"41294","FRIARS STREET 33","B","03/02/1978","STIRLING","STIRLING"
"41340","KING STREET 36, 38","B","28/10/1976","STIRLING","STIRLING"
"41132","COWANE CENTRE (CENTRAL SINGLE STOREY SECTION ONLY) FORMERLY TERRITORIAL PRIMARY SCHOOL, COWANE ST","C","03/02/1978","STIRLING","STIRLING"
"43025","POLMAISE ROAD, SPRINGWOOD HOUSE INCLUDING GATEPIERS","B","25/03/1996","STIRLING","STIRLING"
"41366","MURRAY PLACE, 77, 79","B","03/02/1978","STIRLING","STIRLING"
"41357","MELVILLE TERRACE 11, 12","B","04/11/1965","STIRLING","STIRLING"
"41358","MELVILLE TERRACE 13, 14","B","04/11/1965","STIRLING","STIRLING"
"41359","MELVILLE TERRACE 15, 16","B","04/11/1965","STIRLING","STIRLING"
"41298","GLADSTONE PLACE 11","C","03/02/1978","STIRLING","STIRLING"
"41300","GLADSTONE PLACE 17 AND 12 SNOWDON PLACE INCLUDING BOUNDARY WALL AND RAILINGS","C","03/02/1978","STIRLING","STIRLING"
"41454","QUEENS ROAD 3","C","03/02/1978","STIRLING","STIRLING"
"43846","56 MAIN STREET","C","10/12/1996","STIRLING","DOUNE"
"45390","SPITTAL STREET, ALLAN'S SCHOOL WITH BOUNDARY WALLS","B","26/03/1998","STIRLING","STIRLING"
"41221","84 BAKER STREET, SAUCHIE HOUSE WITH GATEPIERS AND BOUNDARY WALLS","B","03/11/1965","STIRLING","STIRLING"
"41230","BARNTON STREET, FOUNTAIN","C","16/01/1996","STIRLING","STIRLING"
"41246","16 BROAD STREET, EAST SECTION OF JAMES NORRIE'S LODGING","A","04/11/1965","STIRLING","STIRLING"
"41244","41 BROAD STREET, CHURCH WYND AND 38 AND 40 ST JOHN STREET","C","04/11/1965","STIRLING","STIRLING"
"41245","12 AND 14 BROAD STREET, PROVOST STEVENSONS' LODGING","B","04/11/1965","STIRLING","STIRLING"
"41135","31 SPITTAL STREET SNOWDON SCHOOL WITH BOUNDARY WALLS AND GATE PIERS","C","03/02/1978","STIRLING","STIRLING"
"45370","60 BAKER STREET","C","26/03/1998","STIRLING","STIRLING"
"45586","GLENTIRRANMUIR, BOCHASTLE AND GLENTIRRAN COTTAGES","C","10/07/1998","STIRLING","KIPPEN"
"51324","STIRLING UNIVERSITY CAMPUS, 4 AND 5 AIRTHREY CASTLE YARD, NUFFIELD STAFF HOUSES","B","15/05/2009","STIRLING","LOGIE"
"51322","STIRLING UNIVERSITY CAMPUS, 1 AIRTHREY CASTLE YARD, PRINCIPAL'S HOUSE","A","15/05/2009","STIRLING","LOGIE"
"51285","LOCH KATRINE, ACHRAY DAM INCLUDING SLUICES, WEIR, FISH LADDER AND RAILINGS (FORMER GLASGOW CORPORATION WATER WORKS)","C","22/12/2008","STIRLING","ABERFOYLE"
"51146","BLANE VALLEY VALVE HOUSES INCLUDING 1856 VALVE HOUSE, 1932 VALVE HOUSE, VENTILATION SHAFT, BOUNDARY WALL AND GATES (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","STRATHBLANE"
"51142","BALLEWAN BYEWASH 2 (FORMER GLASGOW CORPORATION WATER WORKS","B","18/08/2008","STIRLING","STRATHBLANE"
"51139","KILLEARN AQUEDUCT BRIDGE (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","KILLEARN"
"8288","INVERARNAN, DROVER'S INN","B","05/10/1971","STIRLING","KILLIN"
"8294","GLEN DOCHART, NEAR SUIE, MACNABS OF INNISHEWAN BURIAL ENCLOSURE","C","06/09/1979","STIRLING","KILLIN"
"8261","KILLIN, BRIDGE OF LOCHAY OVER RIVER LOCHAY","B","06/09/1979","STIRLING","KILLIN"
"8284","KILLIN, KINNELL, BALL FINIAL GATEPIERS ON SOUTH DRIVE (4TH OF 4 PAIRS)","C","05/10/1971","STIRLING","KILLIN"
"50348","STRATHYRE, MONUMENT TO DUGALD BUCHANAN","C","04/05/2006","STIRLING","BALQUHIDDER"
"50340","EDINCHIP HOUSE WITH TERRACES, LODGE, BRIDGE, GARDENER'S COTTAGE, KENNELS, FORMER STEADING AND OTHER ANCILLARY BUILDINGS","C","04/05/2006","STIRLING","BALQUHIDDER"
"4193","STRATHYRE, TIGH-NA-SHEANN","C","06/09/1973","STIRLING","BALQUHIDDER"
"50449","MEADHONACH BURN AQUEDUCT BRIDGE INCLUDING VENTILATION SHAFTS (FORMER GLASGOW CORPORATION WATER WORKS)","C","04/05/2006","STIRLING","BUCHANAN"
"4084","BUCHANAN CASTLE ESTATE, THE STABLES","B","06/09/1979","STIRLING","BUCHANAN"
"50459","CAILNESS COTTAGE AND STEADING","C","04/05/2006","STIRLING","BUCHANAN"
"48701","GLENGYLE HOUSE STEADING INCLUDING COBBLED YARD","C","26/06/2002","STIRLING","CALLANDER"
"50401","MILEPOST NEAR COILANTOGLE NN 58958 06493","C","04/05/2006","STIRLING","CALLANDER"
"50396","BRIG O'TURK, TROSSACHS PRIMARY SCHOOL AND SCHOOLHOUSE","C","04/05/2006","STIRLING","CALLANDER"
"50398","KILMAHOG, PASS HOUSE","C","04/05/2006","STIRLING","CALLANDER"
"4015","LITTLE LENY, BUCHANAN BURIAL ENCLOSURE AND BURIAL GROUND AT CONFLUENCE OF EAS GOBHAIN AND GARBE USIGE","C","06/09/1979","STIRLING","CALLANDER"
"50394","ANIE FARMHOUSE","C","04/05/2006","STIRLING","CALLANDER"
"50395","BOCHASTLE FARM","C","04/05/2006","STIRLING","CALLANDER"
"3984","GARTCHONZIE BRIDGE OVER EAS GOBHAIN","B","05/10/1971","STIRLING","CALLANDER"
"4020","KILMAHOG GRAVEYARD INCLUDING MORT HOUSE","C","05/10/1971","STIRLING","CALLANDER"
"50334","TYNDRUM, CONONISH HOUSE INCLUDING BYRE TO REAR AND BOUNDARY WALLS","B","04/05/2006","STIRLING","KILLIN"
"50333","TO THE WEST OF AUCHLYNE, BOWACHTER","C","04/05/2006","STIRLING","KILLIN"
"8267","KILLIN PARISH CHURCH GRAVEYARD TO NORTH EAST OF CHURCH INCLUDING BOUNDARY WALLS AND GATES","C","06/09/1979","STIRLING","KILLIN"
"50335","TYNDRUM, STRATHFILLAN HOUSE, FORMER BRIDGE OF STRATHFILLAN PARISH CHURCH AND MANSE, INCLUDING GATEPIERS AND BOUNDARY WALLS","B","04/05/2006","STIRLING","KILLIN"
"4065","TIGH MOR TROSSACHS (FORMER TROSSACHS HOTEL)","B","05/10/1971","STIRLING","CALLANDER"
"22885","ANCASTER SQUARE, ROB ROY AND TROSSACHS VISITOR CENTRE (FORMERLY ST. KESSOG'S CHURCH)","B","06/09/1979","STIRLING","CALLANDER"
"22886","1 ANCASTER SQUARE/57 MAIN STREET","C","06/09/1979","STIRLING","CALLANDER"
"22898","2 BRIDGEND, TEITHVIEW","C","06/09/1979","STIRLING","CALLANDER"
"50387","170 MAIN STREET INCLUDING BOUNDARY WALL TO REAR AND GATEPIERS","C","04/05/2006","STIRLING","CALLANDER"
"22897","CALLANDER BRIDGE OVER RIVER TEITH","B","06/09/1979","STIRLING","CALLANDER"
"50423","PORTEND FARMHOUSE","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"50406","GARTMORE, CAYZER FAMILY PRIVATE CEMETERY, SUNDIAL","A","04/05/2006","STIRLING","PORT OF MENTEITH"
"13872","GARTMORE HOUSE, GARTARTAN HOME FARM STEADING","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"50305","MILEPOST AT NN50481/01369","C","04/05/2006","STIRLING","ABERFOYLE"
"4155","RIVER DUCHRAY AQUEDUCT PIPE BRIDGES (FORMER GLASGOW CORPORATION WATER WORKS) INCLUDING RAILINGS AND GATES","A","05/10/1971","STIRLING","ABERFOYLE"
"49003","TO NORTH  OF GARTACHOIL, MILEPOST AT NS 5344 9349","C","30/10/2002","STIRLING","DRYMEN"
"3913","CRAIGIVAIRN, INCLUDING ADJACENT STONE BUILT FARM OUTBUILDINGS","B","05/09/1973","STIRLING","DRYMEN"
"49013","ENDRICK BRIDGE (OVER ENDRICK WATER) TO SOUTH OF PRINTERS ROW","C","30/10/2002","STIRLING","BALFRON"
"49011","BALLINDALLOCH,  SOUTH LODGE, PRINTERS' ROW, INCLUDING GATEWAY TO WEST AND BOUNDARY WALL AND GATEPOSTS TO SOUTH OF ESTATE","C","30/10/2002","STIRLING","BALFRON"
"49006","BALFRON, BANKER'S BRAE, THE PIRN INN","C","30/10/2002","STIRLING","BALFRON"
"48984","DUCHRAY CASTLE LODGE, INCLUDING BOUNDARY WALL/","C","30/10/2002","STIRLING","DRYMEN"
"26382","2 SINCLAIR STREET","C","28/12/1976","STIRLING","DUNBLANE"
"49095","KILLEARN, 15 BALFRON ROAD (SEATON), FORMER FREE CHURCH MANSE INCLUDING BOUNDARY WALL AND GATEPIERS","C","14/02/2003","STIRLING","KILLEARN"
"47649","LECROPT CHURCH COTTAGE","C","06/11/1998","STIRLING","DUNBLANE AND LECROPT"
"47613","DUMBARTON ROAD, ALLAN PARK SOUTH CHURCH INCLUDING GATES AND RAILINGS","B","15/07/1993","STIRLING","STIRLING"
"45662","BALFRON ROAD, KILLEARN PARISH CHURCH (CHURCH OF SCOTLAND) WITH RAILINGS, BOUNDARY WALL AND GATEPIERS","B","29/09/1998","STIRLING","KILLEARN"
"10422","KILLEARN, AUCHENIBERT WITH TERRACED GARDEN","A","05/07/1973","STIRLING","KILLEARN"
"170","KEIR HOUSE, TERRACE, STEPS AND TERMINAL FEATURE","C","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3928","KIPPENROSS HOUSE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3955","KILBRYDE WALLED GARDEN","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3970","KEIR, TUNNEL AND TERRACE OVER","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3991","GLASSINGAL HOUSE, SOUTH LODGE","B","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"6725","DRIP OLD BRIDGE OVER RIVER FORTH","A","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"6714","DOUNE CASTLE","A","05/10/1971","STIRLING","KILMADOCK"
"3915","KEIR HOUSE, WATER HOUSE","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"10436","BURNSIDE COTTAGE","B","05/10/1971","STIRLING","GARGUNNOCK"
"10437","THE INN (MARY ISABEL STRANG)","B","05/10/1971","STIRLING","GARGUNNOCK"
"10438","GARGUNNOCK HOUSE","A","05/10/1971","STIRLING","GARGUNNOCK"
"3974","KEIR HOUSE AVENUE BRIDGE WILLIAM STIRLING CENOTAPH","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"3976","KEIR, ENCIRCLING WALL OF EASTERN PORTION OF GARDENS RUNNING FROM KEIR HOUSE TO STUD HOUSE A) SALVE GATEWAY B) GATEWAY & STAIRS ON N. LODGE DRIVE C) SWAN GATEWAY, STUD HOUSE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8421","BLAIR DRUMMOND HOUSE CUTHILL BRAE COTTAGE","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8422","BLAIR DRUMMOND HOUSE OBELISK","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8236","DEANSTON MILL - DEANSTON COTTAGES 36-44 TEITH ROAD","C","06/09/1979","STIRLING","KILMADOCK"
"8251","INVERARDOCH, RUINS OF STABLES","C","06/09/1979","STIRLING","KILMADOCK"
"8249","BLAIR DRUMMOND NORTH LODGE (""CHAIN LODGE"")","B","05/10/1971","STIRLING","KILMADOCK"
"10399","IVY COTTAGE","B","28/10/1976","STIRLING","LOGIE"
"10404","NO 1 ROWANBANK","B","28/10/1976","STIRLING","LOGIE"
"10389","BUCHANAN MONUMENT","A","05/09/1973","STIRLING","KILLEARN"
"8159","SPITTALTON HOUSE BUCHLYVIE (MR DRYSDALE)","B","05/09/1973","STIRLING","KIPPEN"
"8151","MUSCHET TOMBSTONE, BURNBANK","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8156","BAILIE BOWS BRIDGE","C","06/09/1979","STIRLING","KIPPEN"
"8225","ARGATY HOUSE","B","05/10/1971","STIRLING","KILMADOCK"
"8191","GRIBLOCH HOUSE AND SWIMMING POOL","A","19/08/1986","STIRLING","KIPPEN"
"8216","LANRICK STABLES","B","05/10/1971","STIRLING","KILMADOCK"
"10455","CROSSROAD COTTAGES","B","28/10/1976","STIRLING","LOGIE"
"10429","CRAIGTON","B","28/10/1976","STIRLING","LOGIE"
"10445","OLD LECKIE INCLUDING GARDEN WALLS","A","05/10/1971","STIRLING","GARGUNNOCK"
"8176","KIPPEN STORES MAIN STREET (NORTH SIDE)","C","06/09/1979","STIRLING","KIPPEN"
"8263","GLEN LOCHAY, MOIRLANICH LONGHOUSE","A","05/10/1971","STIRLING","KILLIN"
"48982","DRYMEN, MAIN STREET, WAR MEMORIAL","C","30/10/2002","STIRLING","DRYMEN"
"15334","CRAIGEND STABLES","B","09/09/1982","STIRLING","STRATHBLANE"
"15336","MUGDOCK, DINEIDDWG AND FRONT GARDEN GATE","B","10/10/1988","STIRLING","STRATHBLANE"
"15317","DUNTREATH CASTLE","B","05/09/1973","STIRLING","STRATHBLANE"
"13676","BRIDGEND OF TEITH","B","05/10/1971","STIRLING","KILMADOCK"
"13668","BUCHLYVIE, MAIN STREET, GARYVARD","C","23/09/1988","STIRLING","KIPPEN"
"13673","WESTER BROICH, FARMHOUSE","C","06/09/1979","STIRLING","KILMADOCK"
"12514","KIPPEN, MAIN STREET, POST OFFICE AND GROCER WITH PILLAR BOX AND BUCHANAN HOUSE","C","20/08/1991","STIRLING","KIPPEN"
"15290","NOS 42/50 MAIN STREET AND 1, 3, 5, 7 THE BRAE, BANNOCKBURN","B","05/09/1973","STIRLING","ST NINIAN'S"
"15284","BRUCE'S CASTLE","B","05/09/1973","STIRLING","ST NINIAN'S"
"15082","BRUCEHILL FARMHOUSE, STEADING","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15302","SUNDIAL","B","05/09/1973","STIRLING","ST NINIAN'S"
"15305","OLD BRIDGE CHARTERSHALL","B","05/09/1973","STIRLING","ST NINIAN'S"
"15281","PLEAN HOUSE","C","06/09/1979","STIRLING","ST NINIAN'S"
"19709","BRUCEHILL FARMHOUSE","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15277","BANNOCKBURN HOUSE","A","05/09/1973","STIRLING","ST NINIAN'S"
"22627","HENDERSON STREET 81, 83","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"26400","16-18 (EVEN NOS) HIGH STREET","C","28/10/1976","STIRLING","DUNBLANE"
"26388","91-95 (ODD NOS) HIGH STREET","B","28/10/1971","STIRLING","DUNBLANE"
"24710","46 MAIN STREET","B","06/09/1979","STIRLING","DOUNE"
"22598","CHALTON ROAD 9, 11","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24707","12, 14, 16 AND MILE END, MAIN STREET","B","06/09/1979","STIRLING","DOUNE"
"22603","CHALTON ROAD 25","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22604","CHALTON ROAD 27, 29","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22675","KENILWORTH ROAD 41, 43 WELLPARK","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22644","HENDERSON STREET 54, 56","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22602","CHALTON ROAD 23","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22617","CHALTON ROAD 24, 26","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22657","KEIR STREET ST SAVIOUR'S EPISCOPAL CHURCH.","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22689","KENILWORTH ROAD 24 CLAREMOUNT","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22679","KENILWORTH ROAD MEADOW PARK HOTEL","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22636","HENDERSON STREET 125 SUILVEN","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22699","STATION ROAD 5 INVERALLAN HOUSE","B","05/09/1973","STIRLING","BRIDGE OF ALLAN"
"24711","60, 62, 64 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24691","29 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24661","23 29 BALKERACH STREET","C","06/09/1979","STIRLING","DOUNE"
"24679","MORAY INSTITUTE GEORGE STREET","C","06/09/1979","STIRLING","DOUNE"
"24670","CASTLEBANK COTTAGE","B","06/09/1979","STIRLING","DOUNE"
"26404","PERTH ROAD, ST MARY'S EPISCOPAL CHURCH INCLUDING GATEPIERS AND BOUNDARY WALL","B","05/10/1971","STIRLING","DUNBLANE"
"26415","MILL ROW, ALLAN COTTAGE","C","28/10/1976","STIRLING","DUNBLANE"
"26408","PERTH ROAD, ANCHORFIELD INCLUDING BOUNDARY WALL","B","05/10/1971","STIRLING","DUNBLANE"
"26386","HIGH STREET, ST BLANE'S CHURCH (CHURCH OF SCOTLAND)","B","28/10/1976","STIRLING","DUNBLANE"
"26402","HIGH STREET,ST BLANE'S HOUSE, INCLUDING GATEPIERS AND BOUNDARY WALL","B","28/10/1976","STIRLING","DUNBLANE"
"26424","DOUNE ROAD, 1 AND 2 CALDERWOOD PLACE","C","28/10/1976","STIRLING","DUNBLANE"
"41505","VICTORIA PLACE 4, 6","C","03/02/1978","STIRLING","STIRLING"
"41504","VICTORIA PLACE 3, 5","C","03/02/1978","STIRLING","STIRLING"
"41308","GLEBE CRESCENT 1","C","03/02/1978","STIRLING","STIRLING"
"41353","MELVILLE TERRACE 6","B","04/11/1965","STIRLING","STIRLING"
"41448","QUEEN STREET 30, 32 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41449","QUEEN STREET 36 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41385","PARK PLACE 17","B","03/02/1978","STIRLING","STIRLING"
"26371","THE CROSS, LEIGHTON LIBRARY","A","05/10/1971","STIRLING","DUNBLANE"
"41167","AIRTHREY ROAD 22, 24","C","03/02/1978","STIRLING","STIRLING"
"41166","ABERCROMBY PLACE 14, 16","B","03/02/1978","STIRLING","STIRLING"
"41224","BALMORAL PLACE 5 PARK VIEW","C","03/02/1978","STIRLING","STIRLING"
"41263","CLARENDON PLACE 4","C","03/02/1978","STIRLING","STIRLING"
"41322","IRVINE PLACE 10","B","03/02/1978","STIRLING","STIRLING"
"41259","CLARENDON PLACE 7 AND 21 ABERCROMBY PLACE","C","03/02/1978","STIRLING","STIRLING"
"41139","STIRLING CASTLE GREAT HALL (1503)","A","04/11/1965","STIRLING","STIRLING"
"41176","ALBERT PLACE 9","B","04/11/1965","STIRLING","STIRLING"
"41086","CAMBUSKENNETH ABBEY","A","03/02/1978","STIRLING","STIRLING"
"41471","ST NINIANS ROAD RANDOLPHFIELD (FORMERLY STIRLING DISTRICT POLICE DEPARTMENT)","C","03/08/1977","STIRLING","STIRLING"
"41473","SNOWDON PLACE 7","B","03/02/1978","STIRLING","STIRLING"
"41466","ST MARY'S WYND JOHN COWANE'S HOUSE","A","03/02/1978","STIRLING","STIRLING"
"41416","POLMAISE ROAD ENDRICK LODGE","B","04/11/1965","STIRLING","STIRLING"
"41331","KING STREET 37, 39, 41","C","03/02/1978","STIRLING","STIRLING"
"41383","PARK PLACE 1, GLENELM","B","03/02/1978","STIRLING","STIRLING"
"41095","ST NINIANS OLD PARISH KIRK KIRK WYND","A","04/11/1965","STIRLING","STIRLING"
"41280","30 ALBERT PLACE","C","03/02/1978","STIRLING","STIRLING"
"41116","GEORGE CHRISTIE MEMORIAL CLOCK ALLAN PARK","C","03/02/1978","STIRLING","STIRLING"
"41437","QUEEN STREET 19 (S. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41420","PORT STREET 69-73","C","03/02/1978","STIRLING","STIRLING"
"41276","DRUMMOND PLACE 4, 6","C","03/02/1978","STIRLING","STIRLING"
"41479","SOUTH STREET 20 CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41515","VICTORIA PLACE 37, 38","C","03/02/1978","STIRLING","STIRLING"
"41458","RANDOLPH ROAD 23, 25","B","03/02/1978","STIRLING","STIRLING"
"41426","PORT STREET 42 AND 1, 3, 5 DUMBARTON ROAD","C","03/02/1978","STIRLING","STIRLING"
"41430","PRINCES STREET 13","C","03/02/1978","STIRLING","STIRLING"
"41407","PARK TERRACE 33","B","04/11/1965","STIRLING","STIRLING"
"41335","KING STREET 61 AND 1 CORN EXCHANGE ROAD CLYDESDALE BANK BUILDINGS","B","04/11/1965","STIRLING","STIRLING"
"41336","KING STREET 4 CLYDESDALE BANK LTD","C","03/02/1978","STIRLING","STIRLING"
"41349","MELVILLE TERRACE 1, 2 (EXCLUDE LATE ADDITION TO NO 1)","B","04/11/1965","STIRLING","STIRLING"
"41143","STIRLING CASTLE THE KING'S OLD BUILDING","A","04/11/1965","STIRLING","STIRLING"
"41433","PRINCES STREET 14, 16","C","03/02/1978","STIRLING","STIRLING"
"41434","QUEEN STREET 7, 9 (S. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41304","GLADSTONE PLACE 10, 12","C","03/02/1978","STIRLING","STIRLING"
"41455","QUEENS ROAD 4","C","03/02/1978","STIRLING","STIRLING"
"41451","QUEEN STREET 42, 44 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41485","TORBREX 2 TORBREX VILLAGE","C","03/02/1978","STIRLING","STIRLING"
"7628","CATTER HOUSE","A","14/05/1971","STIRLING","KILMARONOCK"
"41206","13 AND 15 BAKER STREET","C","03/03/1978","STIRLING","STIRLING"
"41249","20 AND 22 BROAD STREET","B","04/11/1965","STIRLING","STIRLING"
"41247","18 BROAD STREET (PART), EAST SECTION OF GRAHAM OF PANHOLES LODGING","B","04/11/1965","STIRLING","STIRLING"
"41100","2 SPITTAL STREET AND 65, 67 KING STREET, ATHENAEUM","A","04/11/1965","STIRLING","STIRLING"
"41462","33 ST JOHN STREET","B","04/11/1965","STIRLING","STIRLING"
"45363","2 BAKER STREET AND 1 FRIARS STREET, HOG'S HEAD PUBLIC HOUSE","C","26/03/1998","STIRLING","STIRLING"
"45386","1 AND 3 BROAD STREET","C","26/03/1998","STIRLING","STIRLING"
"44927","FALLIN, POLMAISE ESTATE, BENNY'S BRIDGE","C","22/12/1997","STIRLING","ST NINIAN'S"
"23132123","ASDFA","A","12/12/1212","AFAD","ADA"
"258","ASDDD","A","12/21/1212","ASDF","FDS"
"12313","SADFSDF","A","12/12/1212","GFHHGF","GFGHHJ"
"12132","JKHSDKJHFJ","A","12/12/1212","GFHHGF","GFGHHJ"
"888888","STIRLING ASD 22","C","12/12/1224","STRRILING","SDHKJ"
